calls,context_length,cpu_total_us,cuda_total_us,dtype,error,mode,model_size,op_or_kernel,peak_allocated_mib,peak_reserved_mib,stage,status,tool,trace_name
1,256,0,5.279999999998836,fp32,,train_step,medium,"void at_cuda_detail::cub::DeviceRadixSortSingleTileKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, false, long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long, at_cuda_detail::cub::detail::identity_decomposer_t>(long const*, long*, at::cuda::cub::detail::OpaqueType<8> const*, at::cuda::cub::detail::OpaqueType<8>*, unsigned long long, int, int, at_cuda_detail::cub::detail::identity_decomposer_t)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
2,256,0.1790000000037253,0,fp32,,train_step,medium,cudaPeekAtLastError,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,0,5.376000000018394,fp32,,train_step,medium,"void (anonymous namespace)::indexing_backward_kernel<float, 4>(long const*, long const*, float const*, float*, long, long, long, long, bool)",8731.0869140625,8756.0,backward,ok,torch.profiler,medium_c256
1,256,5714.992999999988,36643.02200000011,fp32,,train_step,medium,optimizer,8731.0869140625,8756.0,optimizer,ok,torch.profiler,medium_c256
1,256,5611.551000000007,36643.02200000011,fp32,,train_step,medium,Optimizer.step#AdamW.step,8731.0869140625,8756.0,optimizer,ok,torch.profiler,medium_c256
1,256,2.1149999999906868,0,fp32,,train_step,medium,cudaStreamIsCapturing,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,0.35099999999511056,0,fp32,,train_step,medium,aten::lift_fresh,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,2.437000000005355,0,fp32,,train_step,medium,aten::detach_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,0.9460000000253785,0,fp32,,train_step,medium,detach_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
2,256,513.0829999999842,3705.023999999976,fp32,,train_step,medium,aten::_foreach_add_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
2,256,315.9320000000298,7425.219000000041,fp32,,train_step,medium,aten::_foreach_mul_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,0,36750.120999999985,fp32,,train_step,medium,Optimizer.step#AdamW.step,8731.0869140625,8756.0,optimizer,ok,torch.profiler,medium_c256
42,256,0,7425.219000000041,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::multiplies<float>, float)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,168.14100000000326,5453.66300000003,fp32,,train_step,medium,aten::_foreach_lerp_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,180.49600000001374,5455.684000000008,fp32,,train_step,medium,aten::_foreach_addcmul_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
438,256,588.8179999999411,0,fp32,,train_step,medium,aten::item,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
438,256,114.62499999994179,0,fp32,,train_step,medium,aten::_local_scalar_dense,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,1176.8010000000068,3704.675000000134,fp32,,train_step,medium,aten::_foreach_sqrt,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,149.49800000002142,3713.3779999999388,fp32,,train_step,medium,aten::_foreach_div_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
21,256,0,5453.66300000003,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::TernaryOpScalarFunctor<float, 2, 2, 0>, at::native::LerpFunctor<float>, float)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,256,198.14400000000023,7185.378999999986,fp32,,train_step,medium,aten::_foreach_addcdiv_,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
2,256,31335.628999999986,0,fp32,,train_step,medium,cudaDeviceSynchronize,8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
21,256,0,5455.684000000008,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<3>, at::native::(anonymous namespace)::PointwiseOpScalarFunctor<float, 3, 3, 0>, std::multiplies<float>, float)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
21,256,0,3704.675000000134,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float> >(at::native::(anonymous namespace)::TensorListMetadata<2>, at::native::(anonymous namespace)::UnaryOpFunctor<float, 2, 1, 1>, at::native::Sqrt<float>)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
21,256,0,3713.3779999999388,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 1>, at::native::(anonymous namespace)::BinaryOpScalarListFunctor<float, 1, 1, 0>, std::divides<float>)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
21,256,0,3705.023999999976,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float>(at::native::(anonymous namespace)::TensorListMetadata<1>, at::native::(anonymous namespace)::BinaryOpScalarFunctor<float, 1, 1, 0>, std::plus<float>, float)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
21,256,0,7185.378999999986,fp32,,train_step,medium,"void at::native::(anonymous namespace)::multi_tensor_apply_kernel<at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float> >(at::native::(anonymous namespace)::TensorListScalarListMetadata<float, 3>, at::native::(anonymous namespace)::PointwiseOpScalarListFunctor<float, 3, 3, 0>, std::divides<float>)",8731.0869140625,8756.0,,ok,torch.profiler,medium_c256
1,512,268373.139,326956.907,fp32,,train_step,medium,ProfilerStep*,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,186944.339,326956.907,fp32,,train_step,medium,profile/measure/train_step/0,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,264.96299999999997,0,fp32,,train_step,medium,Optimizer.zero_grad#AdamW.zero_grad,14126.9736328125,14614.0,optimizer,ok,torch.profiler,medium_c512
1,512,63011.289000000004,73321.89500000006,fp32,,train_step,medium,forward,14126.9736328125,14614.0,forward,ok,torch.profiler,medium_c512
1,512,606.754,0,fp32,,train_step,medium,Unrecognized,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,1303.5919999999999,0,fp32,,train_step,medium,aten::index,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
4007,512,2798.927000000742,0,fp32,,train_step,medium,aten::as_strided,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1592,512,10581.245999999928,1761.6299999999337,fp32,,train_step,medium,aten::reshape,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1594,512,2870.8539999998748,0,fp32,,train_step,medium,aten::view,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
3611,512,29196.372999999527,216724.92299999975,fp32,,train_step,medium,cudaLaunchKernel,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
298,512,120.88600000004635,0,fp32,,train_step,medium,aten::to,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
149,512,3298.584000000115,923.6170000001562,fp32,,train_step,medium,aten::pow,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
149,512,72.33099999990827,0,fp32,,train_step,medium,aten::result_type,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,0,75097.169,fp32,,train_step,medium,forward,14126.9736328125,14614.0,forward,ok,torch.profiler,medium_c512
50,512,0,428.929000000016,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
50,512,1078.0530000000163,283.17400000000407,fp32,,train_step,medium,aten::mean,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
50,512,0,282.0540000000087,fp32,,train_step,medium,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
193,512,3966.424999999994,1498.632999999912,fp32,,train_step,medium,aten::add,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
49,512,0,50.75600000002623,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
49,512,742.076000000005,52.3799999999851,fp32,,train_step,medium,aten::rsqrt,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
49,512,0,52.3799999999851,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1069,512,16891.060999999772,29552.13899999942,fp32,,train_step,medium,aten::mul,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
580,512,0,3668.7759999997716,fp32,,train_step,medium,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
169,512,16826.162999999986,42388.078000000045,fp32,,train_step,medium,aten::einsum,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
531,512,2104.705999999954,0,fp32,,train_step,medium,aten::unsqueeze,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1978,512,7174.398000000409,0,fp32,,train_step,medium,aten::permute,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
241,512,627.8139999999994,0,fp32,,train_step,medium,aten::_reshape_alias,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
651,512,25896.648999999983,123356.66999999929,fp32,,train_step,medium,aten::bmm,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
508,512,4242.88299999992,0,fp32,,train_step,medium,cudaMemsetAsync,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
265,512,278.75800000018035,0,fp32,,train_step,medium,cudaOccupancyMaxActiveBlocksPerMultiprocessor,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
508,512,0,577.0489999996844,fp32,,train_step,medium,Memset (Device),14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
168,512,0,41314.47999999997,fp32,,train_step,medium,ampere_sgemm_128x64_tn,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
96,512,935.5870000000195,0,fp32,,train_step,medium,aten::unbind,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
192,512,574.3310000000038,0,fp32,,train_step,medium,aten::select,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,88.17699999999786,0,fp32,,train_step,medium,aten::alias,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
72,512,1136.074999999998,2804.325000000005,fp32,,train_step,medium,aten::sub,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
457,512,0,9403.851999999595,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,1004.8170000000032,436.6400000000135,fp32,,train_step,medium,aten::concat,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
96,512,1687.0800000000681,851.5810000000197,fp32,,train_step,medium,aten::cat,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
72,512,0,713.6299999999896,fp32,,train_step,medium,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
50,512,996.0569999999902,45.88600000000133,fp32,,train_step,medium,aten::arange,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
341,512,1635.0760000002347,0,fp32,,train_step,medium,aten::empty,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
73,512,259.42400000001317,0,fp32,,train_step,medium,aten::resize_,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
25,512,0,22.943000000000666,fp32,,train_step,medium,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,435.0589999999934,54.399000000001706,fp32,,train_step,medium,aten::ge,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,0,54.399000000001706,fp32,,train_step,medium,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,3565.3429999999967,4943.263999999983,fp32,,train_step,medium,attention/scores,14126.9736328125,14614.0,attention/scores,ok,torch.profiler,medium_c512
482,512,1954.2709999997405,0,fp32,,train_step,medium,aten::transpose,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,4073.998000000004,4473.215999999971,fp32,,train_step,medium,aten::matmul,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
171,512,961.290000000005,0,fp32,,train_step,medium,aten::expand,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,0,4959.681000000002,fp32,,train_step,medium,attention/scores,14126.9736328125,14614.0,attention/scores,ok,torch.profiler,medium_c512
49,512,0,4274.656999999999,fp32,,train_step,medium,ampere_sgemm_128x128_tn,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
240,512,397.1890000000085,0,fp32,,train_step,medium,aten::_unsafe_view,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
194,512,3211.9940000002193,19968.32400000002,fp32,,train_step,medium,aten::div,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,0,6752.225999999989,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,2116.6370000000097,2637.538000000025,fp32,,train_step,medium,attention/mask,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
96,512,3734.7359999999953,10525.568000000096,fp32,,train_step,medium,aten::where,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,1014.0910000000085,65.66599999997925,fp32,,train_step,medium,aten::scalar_tensor,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
74,512,838.6919999999295,1124.515000000054,fp32,,train_step,medium,aten::fill_,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,3645.8380000000084,11229.986999999981,fp32,,train_step,medium,attention/softmax,14126.9736328125,14614.0,attention/softmax,ok,torch.profiler,medium_c512
24,512,0,2653.6330000000203,fp32,,train_step,medium,attention/mask,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
74,512,0,1124.515000000054,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,705.3759999999875,1314.9749999999935,fp32,,train_step,medium,aten::max,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,0,5229.951000000058,fp32,,train_step,medium,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,384.35400000001164,3351.1070000000072,fp32,,train_step,medium,aten::exp,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
170,512,3171.3840000000196,5456.356999999883,fp32,,train_step,medium,aten::sum,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,0,11294.496,fp32,,train_step,medium,attention/softmax,14126.9736328125,14614.0,attention/softmax,ok,torch.profiler,medium_c512
24,512,0,1314.9749999999935,fp32,,train_step,medium,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,3113.3680000000068,2833.823999999986,fp32,,train_step,medium,attention/value,14126.9736328125,14614.0,attention/value,ok,torch.profiler,medium_c512
48,512,0,5179.520000000075,fp32,,train_step,medium,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
192,512,4525.402000000122,1761.6299999999337,fp32,,train_step,medium,aten::clone,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
195,512,1361.054999999923,0,fp32,,train_step,medium,aten::empty_like,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
411,512,6231.817999999929,8160.834000000295,fp32,,train_step,medium,aten::copy_,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,0,3351.1070000000072,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
121,512,0,5034.529999999994,fp32,,train_step,medium,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
96,512,0,12892.543999999996,fp32,,train_step,medium,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,0,2850.1770000000124,fp32,,train_step,medium,attention/value,14126.9736328125,14614.0,attention/value,ok,torch.profiler,medium_c512
361,512,0,7727.650000000171,fp32,,train_step,medium,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
48,512,0,4714.850000000017,fp32,,train_step,medium,ampere_sgemm_128x128_nn,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,478.51700000001165,1369.3440000000146,fp32,,train_step,medium,aten::sigmoid,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
24,512,0,1369.3440000000146,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
389,512,0,25394.783999999796,fp32,,train_step,medium,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,106.65899999999965,238.01600000000326,fp32,,train_step,medium,loss,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,33.025000000001455,153.60000000000582,fp32,,train_step,medium,aten::square,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,114757.677,1.2160000000003492,fp32,,train_step,medium,backward,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
1,512,30.12999999999738,1.2160000000003492,fp32,,train_step,medium,aten::ones_like,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
389,512,1683.389999999752,0,fp32,,train_step,medium,aten::empty_strided,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
1,512,97.49500000000262,56.80000000000291,fp32,,train_step,medium,autograd::engine::evaluate_function: MeanBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
1,512,70.41500000000087,56.80000000000291,fp32,,train_step,medium,MeanBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
50,512,3852.0620000000417,1819.935999999696,fp32,,train_step,medium,autograd::engine::evaluate_function: PowBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
50,512,2825.079000000005,1471.0749999997788,fp32,,train_step,medium,PowBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
50,512,559.4759999999587,0,fp32,,train_step,medium,cudaMemcpyAsync,14126.9736328125,14614.0,,ok,torch.profiler,medium_c512
627,512,6459.944000000032,632.5129999999481,fp32,,train_step,medium,autograd::engine::evaluate_function: ViewBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
627,512,4050.707999999904,632.5129999999481,fp32,,train_step,medium,ViewBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
989,512,8799.120999999868,0,fp32,,train_step,medium,autograd::engine::evaluate_function: PermuteBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
989,512,4930.4230000002935,0,fp32,,train_step,medium,PermuteBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
217,512,22955.319000000134,76944.78199999926,fp32,,train_step,medium,autograd::engine::evaluate_function: BmmBackward0,14126.9736328125,14614.0,backward,ok,torch.profiler,medium_c512
